ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
109,Micheal,Jacobs,1963-08-26,Femenino,"492 David Highway
West Laurie, WY 95528",+1-510-329-8402,jaredcarter@example.com,Art therapist,calidaD,2022-06-02,A TiEMPo pARCiAl,roTATiVO,William Robinson,retIRado
110,Jeffrey,Garcia,1978-07-05,Femenino,"43933 Christina Ridges Suite 557
West Michael, IA 04338",7189592988,schmitteddie@example.net,"Nurse, mental health",loGístiCa,2022-09-23,a TIEmPO pArciAl,nOCTURnO,Richard Lewis,ACtIVo
111,Lawrence,Ellis,1975-04-10,Femenino,"38600 Kramer Freeway
East Biancaside, SC 67150",001-331-450-2692x15015,alisonaguilar@example.com,Barrister,prODuccIÓN,2024-03-17,A tIeMpO ParCIAL,rotAtivo,Jennifer Hall,retIRADo
112,Brittany,Francis,1959-11-26,Masculino,"598 Phillips Green
Port Debra, AK 27111",+1-247-308-0884x275,browncasey@example.com,"Accountant, chartered",AdMInISTRaCióN,2019-08-05,PERMANeNtE,diURNo,Erik Alvarez,actIvO
113,Randy,Martinez,1999-12-20,Masculino,"85255 Roberts Dale
Hendersonberg, CA 56455",+1-584-402-5347x89435,jamesshepherd@example.org,Educational psychologist,ADMinISTrAcIóN,2016-12-12,PErMANente,ROtaTIVo,Catherine Graham,eN LiceNcIA
114,Jacqueline,Richard,1994-11-05,Femenino,"990 Miller Mountain
New Kimberlyville, NE 14880",+1-600-990-3958x4910,johnsonmichele@example.net,Printmaker,calidAD,2019-08-30,tEMPORal,NOcturNO,Jennifer Harris,retiRADo
115,Tonya,Murphy,1987-08-23,Femenino,"749 Fowler Field Suite 847
New Yesenia, WY 07800",+1-853-369-4659x3178,benjaminjohnson@example.org,Naval architect,pRODucCiÓn,2017-12-29,PeRmANENTe,rOtatiVo,Catherine Johnson,ACTivo
116,Victoria,Smith,2003-11-15,Femenino,"3736 Zhang Mountain Suite 794
Evansfurt, RI 25991",583-531-6271x9515,morrisdiana@example.net,Careers information officer,manTEniMIENtO,2022-08-19,a TiemPO PARcIAL,noCTUrNo,Trevor Drake,EN LIceNCIA
117,David,Harrison,1963-04-11,Masculino,"410 Hawkins Corner
Martinmouth, MP 33070",001-547-401-7953,jenniferskinner@example.org,Graphic designer,maNteNimIENtO,2019-10-07,PERmaneNTe,roTAtivO,Dawn Lambert,RETIradO
118,Samantha,Fischer,1975-07-13,Masculino,"6565 Brittany Springs
Franciscoport, NY 56492",(720)619-9875x612,goodmanedward@example.com,"Teacher, special educational needs",MaNTEnimIEnTO,2019-05-09,A TIEMpO PaRCial,RotatIvO,Laura Lamb DVM,ActivO
119,Kayla,Quinn,1971-07-16,Masculino,"5526 Wolf Spurs
Beltranbury, PR 21611",001-676-710-2222,kevinwilson@example.org,Firefighter,caLIDAD,2014-12-03,tEMpORal,noCTuRNo,Christopher Mcknight,AcTiVO
120,Douglas,Singh,1968-07-27,Masculino,"1044 Morales Roads
Thomasville, AR 62999",946-960-1910x8683,robertsmatthew@example.org,Biomedical engineer,manTEniMIento,2021-12-29,a tiEmPO PARciAL,NOctUrNo,Teresa Davis,ACtIvo
121,Christopher,Oneill,1962-10-30,Femenino,"Unit 6269 Box 1583
DPO AA 18048",(491)377-7469x47106,arnoldkristen@example.net,Cytogeneticist,LoGíSTIcA,2022-05-12,TEMPorAL,rOtATIvO,Sergio Odonnell,eN LicENcIA
122,Jason,Washington,1990-12-15,Masculino,"PSC 1910, Box 4244
APO AE 38149",8755045278,cesarromero@example.com,"Therapist, occupational",caLIdAD,2020-09-18,peRMaNEnTE,roTAtiVo,Theodore Johnson,rEtIRAdO
123,Tasha,Rodriguez,1997-11-08,Femenino,"06674 Garcia Court
Lake Brian, AK 55109",793.398.8558x2338,fboyd@example.net,Mudlogger,CALIdaD,2022-04-08,PERmANEnTE,nocTURno,Mr. Darrell Nicholson,RetiRado
124,Cynthia,Goodwin,1999-12-01,Masculino,"3078 Lynn Square
Cobbburgh, MI 91363",+1-244-867-8524x4844,brownchelsey@example.net,Systems developer,LoGÍSTIcA,2017-10-16,a TIeMpo parcIAl,DIurno,Andrea Ramos,reTIraDO
125,Angie,Murray,1988-07-07,Femenino,"83296 Vaughn Extension
Calebfurt, GA 13643",738-270-8720,grimesabigail@example.com,Clinical biochemist,loGÍStIcA,2015-01-28,pERmANenTE,RotaTiVo,Vanessa Larson,en liCeNCIa
126,Kerry,Lopez,1958-10-04,Masculino,"9542 Taylor Station
South Chad, MD 02341",(576)406-4278,julia70@example.net,"Designer, interior/spatial",LOgÍSTIcA,2015-05-23,a tIEmpo paRCIal,NoCtuRno,Brooke Christian,REtIrAdo
127,Denise,Thomas,1974-04-28,Femenino,"96663 Jeffery Point Apt. 134
Bellview, WA 50639",849.726.4919x086,rodriguezryan@example.net,Cartographer,aDMInIsTRACIÓN,2023-04-29,TemPOrAL,DiURno,Michael Pham,ACTiVO
128,Kenneth,Barker,1962-02-28,Femenino,"494 Jessica Canyon
Careybury, WY 81832",589.817.6233,garrettjoseph@example.org,Police officer,AdMINIsTRaCIÓn,2019-09-20,A tieMPO parCiAl,NOcTuRNo,Katherine Hale,EN liceNCIA
129,Amanda,Guerrero,1990-02-23,Masculino,"Unit 4071 Box 5480
DPO AP 10470",(223)224-0670,freese@example.net,Commercial art gallery manager,mantEnImIeNTO,2024-05-13,perMAnEntE,diURnO,Karl Harding,En lICenciA
130,Mark,Burns,1973-12-13,Femenino,"91363 Thomas Glen Apt. 554
Jenniferport, FL 16604",261.493.5435,cjuarez@example.net,Production engineer,CaLIDAD,2020-12-23,peRMaNEnTE,DiUrNO,Benjamin Yang,ACTIvo
131,Daniel,Farmer,2000-10-07,Masculino,"4230 Cynthia Roads
North Jason, WA 39724",424.508.9347,millermichelle@example.net,"Administrator, arts",aDMINisTraCIón,2015-01-17,a tIEmpo pArCIAL,dIuRNo,Sarah Whitney,rEtIRADO
132,Lisa,Ward,1979-05-03,Masculino,"5322 Douglas Locks Suite 204
Bettystad, NC 26426",(789)297-2252x92037,susan96@example.net,Primary school teacher,adMiNIStrACIÓn,2019-10-05,pERMAnenTE,diuRnO,Andrew Schneider,RetiradO
133,Richard,Bass,1982-08-01,Masculino,"5345 Stafford Meadow Suite 544
Higginschester, NH 61356",(838)730-9082,oalexander@example.com,Catering manager,MaNtENImientO,2016-11-13,pERMAneNTe,ROTATiVO,Michael Walker,en lICeNcIA
134,Julian,Johnson,1965-06-29,Femenino,"505 Medina Causeway Suite 052
Jonesmouth, IA 87517",359-572-0550x63890,dominicvargas@example.org,Chartered loss adjuster,caLiDAd,2018-06-24,teMPoRal,diuRNo,Michael Ibarra,rETIRAdo
135,Jason,Mckinney,1988-10-15,Masculino,"1285 Mary Brooks Suite 712
North Ebonyside, IN 40061",001-525-421-9505x3179,zacharyrhodes@example.org,Oceanographer,AdMINIStrACIÓN,2020-02-22,a tIempO PArCIaL,dIuRNO,Christopher Mcdonald,En liCENCIA
136,Lori,Johnson,1998-01-11,Femenino,"PSC 1211, Box 5995
APO AA 13979",(981)753-6367x065,sergiowoodward@example.com,Hydrogeologist,prOdUccIÓn,2018-07-08,A TIempo pARciaL,rOtatiVO,Casey Davis,en liCenciA
137,Phillip,Montoya,1971-03-23,Femenino,"PSC 9944, Box 4076
APO AP 80878",601-779-5377,annetterobinson@example.com,Broadcast presenter,proDUcciÓN,2020-11-18,A tiEmpo pArcIAl,RoTaTivo,Tara Tucker,reTirAdo
138,John,Smith,2001-08-29,Femenino,"818 Freeman Center Apt. 467
West Kimberly, NV 56108",480.998.7572x143,kdecker@example.org,Bookseller,mAntenImiento,2017-09-01,a tiEmPo PARCiAL,Nocturno,Daniel Reilly,REtIrADo
139,George,Roman,1972-06-19,Masculino,"PSC 8549, Box 1920
APO AP 79856",001-714-526-3884x0747,suzannebates@example.com,"Engineer, chemical",loGÍstICA,2018-04-23,peRMANeNTE,nOcTurNO,Jeanne Miller,ActiVO
140,Brian,Miller,1963-03-21,Femenino,"5361 Garcia Brooks Suite 911
West Vickie, AK 22958",920.480.7357,ohuang@example.com,Microbiologist,CalidaD,2017-01-30,TEMPOral,nocTuRno,Justin Morse,En LiCeNcia
141,Angela,Martin,1960-05-30,Masculino,"29972 Samuel Mission
Port Adam, DE 73254",(469)271-9095x5406,edward91@example.org,Statistician,manTENIMIENtO,2022-10-16,pERmANenTE,RoTAtiVO,David Harmon,reTIRADo
142,Joseph,Johnson,1958-07-16,Masculino,"8212 Archer Prairie
Munozborough, ND 23010",821-261-5331x762,zkeller@example.com,Field seismologist,ADMIniStraciÓN,2018-08-23,PErmAnenTE,NOCTurnO,Rachel Soto,reTiRadO
143,Jacqueline,Camacho,1986-07-16,Masculino,"485 Steven Run Apt. 425
Schwartzmouth, VT 52842",858-261-8715,sbennett@example.net,Customer service manager,CAlIdAd,2021-05-16,A tiempO pArCiAl,nOCTURnO,Lisa Garza,AcTIVo
144,Donald,Jones,1998-09-20,Femenino,"6737 Carter Pines Apt. 558
East Brettmouth, TN 16737",001-974-479-0993x9171,ryanmiller@example.org,"Administrator, sports",aDmInisTrACIÓn,2022-05-28,TemPorAl,NoCTuRno,Amanda Montoya,En LiCENCia
145,Connor,Davis,1999-07-08,Femenino,"PSC 5001, Box 2869
APO AA 85807",(756)312-6065x89006,jennifer65@example.org,Actor,CalIDAD,2019-10-16,pErMANentE,rOtAtiVo,David Hansen,RETiRado
146,Lisa,Hopkins,1984-01-18,Femenino,"PSC 5279, Box 3458
APO AA 43697",(370)842-9240x1761,moralesjames@example.com,Retail buyer,pRODuCción,2022-07-01,tEMPoRAl,diurnO,Robert White,EN licenCIa
147,Jacqueline,Santiago,1995-10-14,Masculino,"PSC 0978, Box 0725
APO AE 57615",748.732.7708,fhodge@example.com,"Engineer, biomedical",MaNteNiMIento,2014-08-05,TEmpOraL,dIURNO,Calvin Douglas,rETIRAdo
148,Janet,Gonzalez,1993-01-20,Femenino,"USNV Santos
FPO AE 73332",(487)341-9685,qnewman@example.com,Orthoptist,maNTEnImIenTo,2021-07-20,pERMaNEnTe,NoctURNo,Jeffrey Vargas,en LICENciA
149,Jennifer,Marquez,1965-08-29,Femenino,"776 Le Green
East Evelynton, OH 42181",612.325.2735,obrientammy@example.org,Chemical engineer,lOgÍsTIcA,2014-11-13,A tIeMpO pARcIaL,dIUrNo,Arthur Williams,En LIcenCIa
150,Joseph,Olsen,2004-10-05,Femenino,"7374 John Avenue
South Steven, NJ 99538",+1-299-938-2733x90243,ncarpenter@example.org,Armed forces training and education officer,cAlIdAd,2020-09-20,TEMPORaL,dIurnO,Katrina Cruz,aCtiVo
151,Alexis,Bennett,2003-07-26,Masculino,"738 Perkins Center Apt. 639
Michaelville, ND 21903",760-638-9050x96602,carpenterjustin@example.org,Data processing manager,CALIDAd,2023-04-20,A TIEMpo paRciAl,NOCTurno,Tanya Stewart,retIrAdO
152,Brandon,Bauer,1959-09-11,Masculino,"4502 Deanna Stream Suite 165
Christinefurt, OR 60500",657.392.0357,bryanwright@example.org,"Programmer, systems",caLIDAd,2018-06-19,a tIemPo parCIaL,ROtaTIvO,Amanda Nicholson,retIrAdO
153,Danny,Cobb,1967-08-09,Femenino,"380 Moore Meadow Suite 411
Port Samanthaland, AL 25905",541-251-7935,donald88@example.com,Mental health nurse,admInISTRAcIóN,2020-12-21,TEMporal,DIuRNO,Keith Moreno,ReTiRaDo
154,James,Arnold,1988-12-12,Masculino,"482 John Rapids
Port Douglas, VA 04510",781-555-2513,anthony25@example.org,"Physicist, medical",adMinIstRAciÓn,2017-05-07,TEmporAl,NoCTURNo,Lawrence Wright,en LIceNcIa
155,Kimberly,Parker,1981-01-29,Masculino,"8504 Daniel Point Suite 202
Everettside, NV 30186",001-674-938-9411,ashlee62@example.net,Investment analyst,ADMiNiSTRACIÓn,2021-06-04,TEmpORAL,dIuRno,Terri Adkins,eN lIcEnCIA
156,Kristy,Brooks,1983-09-19,Masculino,"5335 Mcgrath Gateway
Paulmouth, VA 33155",(621)322-0836x459,xgross@example.net,"Engineer, manufacturing systems",prOduCCIón,2015-07-09,tEMPORaL,NOCtUrno,Erica Stevens,ACtivO
157,Elizabeth,Jenkins,2003-06-03,Masculino,"4552 Gonzalez Shoals Apt. 756
New Tammyburgh, ID 58232",252-744-9027x7348,jasonestrada@example.com,Hydrographic surveyor,mAnteNIMIenTO,2018-07-02,pErmANeNTE,NOCTurNO,Sarah Hull,rETIraDO
158,Lisa,Williams,1967-11-11,Femenino,"858 Molina Place Apt. 532
Lake Deanna, TX 79163",+1-374-787-3167x2485,allison46@example.org,Jewellery designer,admiNIsTRaCión,2022-10-29,temPorAL,noCTurno,Meagan Lloyd,RETIRado
159,Jonathan,Mills,1983-08-09,Femenino,"589 Rojas Motorway Apt. 968
East Kristopher, CA 34012",616-679-3958x874,martinezwendy@example.org,Sports administrator,manteNIMIEnto,2014-08-29,A TiEMPo parcIaL,noCTurNO,Teresa Mendez,ACTiVO
160,Jason,Moore,1999-07-25,Femenino,"271 Derek Greens
Port Tracy, FL 76341",+1-661-832-1878,lharris@example.com,"Scientist, physiological",MANtEniMIEnTO,2015-07-17,A tIeMpo pArCIAL,nOCtURnO,Theresa Ayala,acTIVO
161,Christian,Schultz,1983-02-11,Femenino,"178 Caitlyn View Suite 202
South Erintown, ME 03248",001-625-761-4094,john04@example.com,Physiological scientist,CALIdAD,2023-08-16,TempoRal,noCturnO,Brandon Miller,aCtIVo
162,Amy,Koch,1968-02-17,Femenino,"2504 Bethany Station
Holmesfort, OH 88289",(998)991-8035x667,brooksharold@example.org,Sales promotion account executive,LOGística,2015-12-17,PErmanenTe,NOCtuRnO,Joshua Reed,en licENCiA
163,Dustin,Walker,1989-02-01,Femenino,"7796 Mcdonald Road Apt. 483
Lake Adrian, IL 45486",(551)486-1779x18742,lcross@example.com,"Physicist, medical",loGÍSTIcA,2023-12-06,TEmPORAL,RotatiVo,Melissa Mitchell,aCtIvo
164,James,Smith,1979-04-26,Femenino,"5243 Hunter Mountain
Stevenside, VA 38023",(939)545-6027,whernandez@example.com,"Engineer, maintenance",mANtenimIeNTo,2018-10-13,temporal,noCTUrNO,Nicole Cruz,aCtIvo
165,Kendra,Li,1965-01-18,Femenino,"943 Lisa Turnpike Suite 324
Cainborough, OK 06540",+1-394-477-9816x34069,richard26@example.com,Learning disability nurse,ADmINistrACión,2023-07-19,tEmPORal,ROtAtIVO,Jason Price,EN liceNCIa
166,Scott,Brooks,2005-08-05,Masculino,"97217 Cook Ferry
South Joshua, MO 99581",(913)807-1499x9162,zpeters@example.org,"Nurse, learning disability",PRoDucCIÓN,2019-07-01,tempOraL,rOtATivO,Monica Lowe,ActIVO
167,Wanda,Vargas,1997-07-25,Masculino,"01739 Kelly Summit
New Travis, ID 04354",001-210-877-4426x4726,yburns@example.net,Community development worker,MAnteniMIEnto,2024-04-07,A tIeMpO pArCIaL,NOCturNO,Brenda Riley,EN LICENCia
168,Victor,Ingram,1963-12-03,Masculino,"40024 Porter Ramp
West Anthony, PR 42509",(318)388-3948x0263,bhampton@example.net,Professor Emeritus,CALidaD,2018-04-27,tEMporAL,dIuRNo,Cassandra Briggs,ACTivo
169,Gary,White,1992-12-11,Masculino,"24800 Susan Green Suite 634
Kaitlynstad, VI 92198",575.604.7985,chase14@example.org,Music tutor,mANTENimIEnTo,2016-04-13,PErmAnenTe,DIUrno,Emily Blake,Activo
170,Scott,Williams,2001-06-04,Masculino,"15758 Sarah Fort Suite 884
Andreaville, OH 98481",243-975-7167x7043,saraallen@example.com,"Journalist, magazine",maNTEnImIENtO,2023-08-18,tEMpORAl,rOtativO,Jennifer Cruz,EN LICeNCiA
171,Eric,Hammond,1988-12-06,Masculino,"04677 White Square
East Maryhaven, WI 18793",8096387813,clarkabigail@example.com,"Radiographer, diagnostic",lOgÍSTicA,2019-02-27,a TIemPO pARCial,roTatIvO,Michael Baker,eN LicEnCia
172,Robert,Patterson,1993-12-18,Femenino,"PSC 1634, Box 3172
APO AP 20989",+1-642-495-1854x52884,paul64@example.org,Community development worker,MAnTENimIeNTO,2022-05-13,PeRMAnENTE,nOcTuRno,Glenn Hall,ACTivo
173,Mario,Davis,1961-12-10,Masculino,"12656 Dixon Vista
Lake Carly, WV 19249",(352)410-6987x566,spalmer@example.com,Artist,LOGíSticA,2017-03-07,PErmaNEntE,NOCturNO,Robert Miller,ReTiRadO
174,Karen,Graham,1991-08-04,Femenino,"4378 Murray Locks Apt. 712
North Susanside, FM 21971",(388)811-5271x01441,donaldmunoz@example.com,Chief Marketing Officer,LOGísTICa,2018-09-03,a Tiempo ParcIaL,ROtaTivO,Crystal Reed PhD,retiraDO
175,Jamie,Whitaker,1995-08-18,Femenino,"1113 Diane Valley
Katietown, AZ 07882",(824)691-0775,patrickparks@example.org,Education administrator,LOgÍstICA,2020-05-12,teMPoRAL,rotATivO,Tyler Rosales,eN liCenCia
176,Alyssa,Martinez,1977-05-18,Femenino,"867 Meredith Inlet
Castroton, NE 91272",001-334-338-8867x2650,williamsontammy@example.com,"Journalist, magazine",AdMINiSTrAcIóN,2022-07-12,TempoRAl,rotAtIvo,Jennifer Griffith,retIraDO
177,Emily,Wall,1978-12-24,Masculino,"52104 Ryan Estates
Lake Scott, DE 83223",+1-444-228-4397,julie48@example.org,Arts administrator,AdmINiStrACión,2021-09-30,a tiEmpo paRCIaL,diuRno,Tammy Odom,aCtivo
178,Ronald,Ross,1974-11-30,Femenino,"9284 Rachel Underpass Suite 057
Kaylatown, KY 06731",726.896.8130x4887,rodriguezjessica@example.org,Acupuncturist,loGíSTica,2021-08-18,tEMpORal,ROtatiVO,Jennifer Sutton,RETirAdo
179,Ray,Ochoa,1963-06-22,Femenino,"269 Wells Flats Suite 134
Lake Charles, WV 32428",(704)790-4813x244,jacobjimenez@example.org,Insurance account manager,aDMINIstrACiÓN,2022-11-18,perMAnENtE,ROtATIVO,Vicki Doyle,RetiRaDO
180,Tara,Jones,1972-08-14,Masculino,"Unit 8893 Box 6847
DPO AP 99846",6269275408,derekweber@example.com,Prison officer,LoGíStiCA,2020-01-28,temporaL,DIURnO,Margaret Floyd,en LicEncIa
181,Shane,Bird,2000-07-05,Femenino,"0796 Diane Pass Suite 967
West Marialand, CO 90584",+1-377-804-0919x15522,westlaura@example.com,Aeronautical engineer,CaLidad,2023-04-30,tEmpORal,roTAtivO,Nicholas Dickerson,rEtirado
182,Anthony,Young,1988-04-06,Femenino,"9973 Benjamin Turnpike Apt. 808
West Jennifermouth, WI 00578",4304075498,vsullivan@example.com,"Engineer, communications",prODuCcIÓn,2022-10-23,tEmpOraL,RoTaTIVo,Logan Swanson,REtIrAdo
183,Nancy,Hampton,2001-11-03,Femenino,"81923 Levine Island
Eugenechester, SC 14741",(482)955-4374,dpayne@example.com,Market researcher,caLIDAD,2016-01-06,PERMaNENtE,ROtAtiVO,Tamara Baker,en LiCENCiA
184,Debra,Hardy,2003-07-27,Femenino,"95532 Montgomery Pine Apt. 009
New Francisco, NC 08704",4804302767,lori88@example.net,Medical secretary,ADmINIStrACión,2021-06-11,pERMANentE,NOcTUrNo,Eric Marshall,En LiCENcIA
185,Tyler,Martinez,1969-03-09,Masculino,"2096 Rebecca Vista Apt. 285
South Christineland, HI 34700",976.848.4036x60783,katiehampton@example.org,"Designer, graphic",AdmiNISTRaCiÓN,2016-01-30,pERmANeNTe,rOTaTiVO,Vincent Wright,aCTivo
186,Crystal,Cox,1999-10-15,Masculino,"06183 Pratt Port
Davidfort, WV 97672",517.391.1724,ramirezmatthew@example.com,Meteorologist,LoGÍStIca,2022-04-25,TEMPoRal,ROtAtIvO,Cory Liu,ACtiVo
187,Kent,Henderson,1970-11-01,Femenino,"394 Strickland Fords
Gonzalezside, KS 72662",(548)593-0738x190,katherinemcintyre@example.com,Dietitian,cAliDaD,2022-11-18,pErManeNTE,rotATiVO,Michelle Morgan,eN liCeNCia
188,Mary,Garcia,1972-12-28,Femenino,"7958 Lester Field Apt. 093
Lake Melissa, MP 95072",743-442-1210x50191,joelayala@example.org,"Designer, jewellery",cAlIdaD,2020-11-05,PERManenTe,DIurNo,Mr. Larry Villanueva,aCTivo
189,Kathryn,Johnson,1990-06-24,Masculino,"321 Wagner Mission
East David, FM 94749",344.566.6940x79628,hogandouglas@example.com,"Therapist, drama",AdministRacIóN,2019-02-01,A tIEMPO pARCiAL,DIURNo,Tiffany Richards,ReTirAdO
190,Jessica,Mcdonald,1975-10-01,Femenino,"430 Smith Freeway
Rodriguezmouth, NM 39539",001-803-385-2693x585,watsoncathy@example.net,Geographical information systems officer,produccIóN,2018-03-15,PeRmanEnTe,diurNo,Jason Martinez,RETiRado
191,Jennifer,Meyer,1959-06-29,Femenino,"0527 Corey Greens
South Alexisview, MI 41636",(301)284-1664,shahthomas@example.org,Field trials officer,ProdUCCiÓn,2017-08-01,TEmPOrAl,noCTuRNo,Charles Phillips,En LiCeNcIa
192,Michael,Harris,1979-07-29,Masculino,"5549 Angela Inlet
South Benjamin, CO 14633",349-571-1890,jonathangeorge@example.org,Occupational therapist,AdMInistRAciÓN,2021-09-03,A tiEMpo PARciAL,RotATiVo,Diane Miller,eN LicENcIA
193,Jerry,Webster,1985-06-20,Femenino,"5370 Valdez Ville
West Patricia, MS 51185",+1-872-817-2070,rodneyjones@example.net,"Surveyor, land/geomatics",ManTeNimienTO,2024-04-30,teMPOral,ROTAtIVo,Bridget Garrett,en liceNcIa
194,Robert,Jackson,1984-04-26,Masculino,"716 Steven Ridges
Walterville, PR 22136",872-315-2499x258,nicole71@example.com,Air cabin crew,LOgÍStiCA,2016-06-13,PERMaNente,RotaTIVo,David Figueroa,actiVo
195,Colton,James,2000-08-26,Femenino,"0117 Trevor Park Suite 456
North Paulstad, DE 08588",+1-860-443-3232x2374,josephthomas@example.net,Medical physicist,MAnTenImienTO,2017-03-28,TEMPORAl,roTAtiVo,Joanna Swanson,aCTivo
196,Justin,Green,1963-07-24,Femenino,"PSC 4301, Box 4841
APO AE 69308",529.810.4937x92773,vvega@example.com,Horticultural consultant,ProducCIÓN,2019-12-08,permaNEnTE,NoCturnO,Shannon Daniel,EN lIcEnCiA
197,Gloria,Fischer,1996-01-18,Masculino,"15632 Duncan Lake Apt. 054
Susanmouth, MI 09077",001-297-347-0990,elizabeth11@example.com,"Psychologist, counselling",loGÍSTIcA,2016-12-01,TEMPORAl,DiURNo,Carla Hughes,En LIcENcIa
198,Anne,Howell,1986-08-18,Masculino,"29852 David Haven Suite 003
North Christinechester, NM 60911",+1-317-445-3686x608,laurie28@example.com,"Scientist, research (maths)",admiNisTRACIón,2015-02-12,TeMpORAL,DIUrNO,Lauren Horton,rEtiRado
199,Meghan,Palmer,1975-07-25,Masculino,"5914 Jasmine Hill
Jonathanberg, WI 99626",379.434.5198x02973,heather93@example.org,Air traffic controller,LOgÍstica,2023-06-29,tEmPoral,nocTUrNO,Rebecca Ochoa,RetIrado
200,Andrew,Bates,1995-12-16,Masculino,"PSC 6955, Box 5209
APO AP 29613",(358)903-0844x11372,andersonnatalie@example.com,"Therapist, music",LOgíSTICA,2019-09-12,a TiempO pArcIaL,nOCtuRnO,Jeffrey Bell,RetIrAdO
201,Raven,Johnson,1991-12-27,Masculino,"11956 Todd Flat
Lake Kimberlymouth, NV 21180",(473)861-6787,jenniferjackson@example.org,Information systems manager,MAnteNIMiEntO,2024-05-10,perManEnte,diUrno,Sharon Tran,en lICencIa
202,Adam,Brown,1983-03-30,Femenino,"0149 Sellers Street Suite 323
Amyhaven, AZ 52822",923-876-0199x98299,christina81@example.net,Biomedical scientist,MAnTEniMiEnto,2021-09-23,pErMaNENTE,nOCTUrno,Robert Coleman,eN LicenCia
203,Lauren,Gillespie,1999-03-30,Masculino,"11925 Eric Club Suite 796
East Brandonside, NY 34479",(224)571-5767x8922,joseph37@example.org,Lawyer,logÍSTIcA,2019-09-26,pErmaNenTe,dIuRnO,Kaylee Martinez,ReTirado
204,Alexa,Baker,1973-01-22,Masculino,"374 Stacy Mills Apt. 483
Lake Johnmouth, IA 70688",(252)922-2850x5314,kevinjenkins@example.com,Transport planner,AdMInistrAcIón,2020-04-12,permaneNtE,rotATiVo,Paula Martinez,EN LICeNcia
205,Melissa,Trujillo,1966-10-17,Masculino,"81567 Lewis Run Apt. 654
Jasonhaven, AR 19538",001-507-724-3310x66783,heatherwagner@example.org,Meteorologist,MANTeniMIEnTo,2014-08-31,TempORAl,roTATIvo,Curtis Young,acTIVO
206,Duane,Williams,1959-08-13,Femenino,"088 Jeremiah Knoll
Isaacmouth, OH 93072",473-651-6051,roberta93@example.org,Corporate investment banker,ADMINISTRAciÓN,2020-10-07,A tiEMPo pARCIaL,DIUrNo,Daniel Miller,rETiraDo
207,Taylor,Smith,1980-10-12,Femenino,"5650 Tom Summit Suite 533
Williamsmouth, ND 94638",751.359.9075x123,martin71@example.net,Microbiologist,PRoDuCCióN,2016-05-25,A TiEMpo PArCial,roTAtiVo,Jacqueline Ryan,rEtIRAdo
208,Dawn,Gomez,1960-03-01,Masculino,"384 Christina Park
Kimberlytown, WI 77938",(395)670-8458x21846,kevin11@example.org,Water engineer,lOGístICA,2021-11-11,a tIemPO ParCIal,nOcTUrnO,Sharon King,rETIRADO
209,James,Wells,1987-11-15,Femenino,"3531 Theresa Ferry
North Glenda, MD 46558",8458322078,johnrobertson@example.net,Advertising account planner,ADmINiSTracIÓn,2018-05-17,a TIempO PArCiAL,NocTURno,Christopher Martin,RetIRadO
210,Heather,Miller,1982-01-25,Femenino,"609 Coleman Court
South Teresa, NE 00656",9638693347,gutierrezbriana@example.com,IT technical support officer,caLiDad,2018-02-20,perMaNeNTe,DiUrno,Alison Buchanan,RetIRado
