ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
121,Kevin,Walter,1970-12-31,Femenino,"9939 Mary Prairie Suite 468
Port Laura, NJ 04766",332-575-5848x273,christina37@example.com,Research scientist (maths),Calidad,2018-04-12,Temporal,Rotativo,Shane Guerra,Retirado
122,Shawn,Byrd,1989-02-04,Femenino,"664 Flores Groves
Gregoryhaven, NH 72677",470-556-4407,alisonwashington@example.org,Astronomer,Mantenimiento,2014-10-29,Permanente,Rotativo,Andrea Gardner,Retirado
123,Shawn,Edwards,2002-05-06,Femenino,"012 Shannon Trafficway
New Joshua, MH 50065",+1-359-666-9151x39504,baxtermaria@example.net,General practice doctor,Administración,2020-08-11,Permanente,Rotativo,Julie Rowe,En licencia
124,Joanna,Cole,1976-04-25,Femenino,"50697 Diane Station Suite 077
Middletonview, FM 29838",632-376-8206,barrettteresa@example.net,Applications developer,Calidad,2019-12-07,A tiempo parcial,Rotativo,William Smith,Retirado
125,Denise,Smith,1994-06-18,Masculino,"53765 Nancy Port
Port Angelaland, NV 44288",+1-834-749-7804,amandathomas@example.com,Emergency planning/management officer,Administración,2014-12-29,A tiempo parcial,Nocturno,Jennifer Soto,En licencia
126,Alyssa,Calhoun,1998-12-01,Femenino,"71975 Beth Island Apt. 605
Keithfurt, CT 47718",(974)460-0907x732,opena@example.net,Insurance underwriter,Calidad,2024-03-14,Permanente,Rotativo,Brandi Kaiser,En licencia
127,Matthew,Wilson,1976-03-28,Masculino,"730 Brandon Lakes
Knappborough, NY 17683",001-367-748-4514,gfleming@example.org,Applications developer,Calidad,2023-11-12,Temporal,Diurno,Jeffrey Burgess,En licencia
128,Angelica,Serrano,1999-12-21,Femenino,"Unit 1190 Box 7327
DPO AP 14650",203.427.3667,denise62@example.org,"Surveyor, land/geomatics",Logística,2023-05-07,Permanente,Diurno,Samantha Massey,Activo
129,Patricia,Warner,2003-10-09,Femenino,"9081 Martinez Stravenue
Humphreybury, GU 04453",001-769-594-9593x613,ryan59@example.com,Administrator,Logística,2023-04-08,A tiempo parcial,Rotativo,Joseph Kent,Activo
130,Nathan,Kelley,1971-03-16,Femenino,"380 Michael Spur Apt. 791
North Alyssa, PR 76109",645-809-8545x007,perezjason@example.net,Armed forces operational officer,Producción,2015-02-01,A tiempo parcial,Rotativo,Debra Jones,Activo
131,Mark,Gilbert,1961-01-09,Masculino,"418 Moran Burg
Michaelburgh, LA 81690",976-514-6769,patriciarobinson@example.com,Database administrator,Calidad,2020-08-08,Permanente,Rotativo,Pamela Ellis,En licencia
132,Dominic,Rodriguez,1976-05-12,Masculino,"175 Tiffany Ford
Smithfurt, TN 61962",(968)641-4355x0234,stephen17@example.org,Social worker,Logística,2015-12-23,Permanente,Nocturno,Cynthia Lopez,En licencia
133,Margaret,Taylor,1975-04-14,Femenino,"872 Jacobs Glens
East Robinland, ME 37000",+1-380-496-7721x1152,powellshaun@example.com,Dispensing optician,Logística,2018-07-13,Permanente,Rotativo,Kristen Novak,Retirado
134,Michael,Johnson,1977-07-10,Masculino,"82744 Foster Road
Palmerborough, VT 87323",230.624.4596x2731,emiller@example.org,Education administrator,Administración,2014-09-07,Temporal,Nocturno,Kristen Garza,En licencia
135,Marvin,Flowers,1985-12-19,Masculino,"16586 Dawn Ports
New Martha, WI 32686",313-271-4506x90578,penny02@example.net,Geoscientist,Calidad,2016-03-21,A tiempo parcial,Rotativo,Angela Ray,Retirado
136,Tony,Mcdowell,1992-11-06,Masculino,"5594 Wells Parkways
Rogerview, DE 48186",4735283210,williambautista@example.com,Advertising account executive,Producción,2017-04-19,Permanente,Rotativo,Anna Solis,Activo
137,Michelle,Obrien,2002-08-05,Masculino,"PSC 3238, Box 7662
APO AA 96966",731.202.7878,maryjackson@example.com,Video editor,Administración,2019-11-27,A tiempo parcial,Diurno,Joseph Dean,En licencia
138,Patricia,Sanders,1984-02-11,Masculino,"438 Jason Radial Apt. 930
East Ambershire, DE 80424",+1-437-699-3295x4401,dustin54@example.com,"Chemist, analytical",Calidad,2022-07-08,A tiempo parcial,Nocturno,Sandra Martin,Activo
139,Jason,Young,2001-09-08,Femenino,"70842 Kimberly Freeway Apt. 990
Wilsonfort, OR 70465",+1-857-587-5811,monicagarcia@example.com,Public relations officer,Administración,2020-05-12,Temporal,Diurno,Ariel Thomas,En licencia
140,Jill,Barr,1976-06-30,Femenino,"794 Nguyen Corner Suite 762
Villanuevafort, PR 82196",001-609-984-3388x90901,courtneyweaver@example.net,Automotive engineer,Producción,2017-05-29,Temporal,Nocturno,Tanya Reed,Activo
141,Kristina,Vaughn,1995-02-24,Masculino,"167 Lindsay Avenue
New Erichaven, KS 38211",829.972.6286,vfernandez@example.org,Press photographer,Logística,2019-06-14,Temporal,Nocturno,Bridget Williams,Activo
142,Frank,Walker,1987-06-29,Femenino,"821 Austin Green
Brianland, MN 87342",800.917.5956x5350,tcrane@example.net,"Teacher, secondary school",Administración,2021-07-31,Temporal,Nocturno,Kyle Rice,En licencia
143,Krista,Salas,1977-11-25,Masculino,"44722 Schneider Underpass Suite 759
Philipstad, SC 25177",313-456-8781,josephwoods@example.org,Field trials officer,Logística,2018-03-29,Temporal,Rotativo,David Cook,Activo
144,Jessica,Hartman,1974-10-26,Masculino,"161 Sparks Square
New Derekmouth, MI 87019",817-438-8977x3379,bryantorres@example.org,"Designer, graphic",Producción,2019-10-05,Temporal,Rotativo,Dale Hunter,Retirado
145,Amanda,Henderson,1961-11-13,Femenino,"97002 Miller Turnpike
Milestown, MI 08697",2167521593,eileen69@example.net,Plant breeder/geneticist,Administración,2020-05-25,Temporal,Diurno,Vernon Gay,En licencia
146,Emily,Lester,1976-10-05,Masculino,"51455 Timothy Forges
Hernandezport, LA 31825",001-990-501-8073x14923,wrightjoan@example.net,Electrical engineer,Producción,2021-06-14,Temporal,Diurno,Bryce Stephenson,Retirado
147,David,Castaneda,1966-07-11,Masculino,"3961 Norton Via
Kathrynberg, NE 64255",(368)246-4331,james93@example.org,Operations geologist,Producción,2015-04-07,A tiempo parcial,Diurno,James Martinez,Retirado
148,Chad,Davenport,1996-10-21,Masculino,"42396 Ross Roads
East Jamesburgh, AS 71528",+1-274-349-7155x87123,nguyenpatrick@example.org,Control and instrumentation engineer,Logística,2017-09-12,Permanente,Nocturno,Lisa Mckay,Activo
149,Charles,Ford,1993-11-14,Masculino,"347 Maria Tunnel
Matthewborough, MD 89964",964-395-0581x515,perezjustin@example.net,Haematologist,Producción,2019-08-02,A tiempo parcial,Diurno,James Nguyen,En licencia
150,Denise,Irwin,1985-04-15,Masculino,"9335 Zachary Avenue Apt. 976
South Gregoryside, NC 48046",690-409-7046x7755,ysanchez@example.net,"Psychologist, counselling",Producción,2021-08-12,Temporal,Rotativo,Jacqueline Thomas,Retirado
151,George,Walter,1983-09-03,Femenino,"41586 Kenneth Fall
Port Thomaschester, HI 03466",(701)727-7822x7372,masseysuzanne@example.org,Counsellor,Logística,2023-04-29,Temporal,Nocturno,Dr. Scott Peters,Activo
152,John,Mendoza,1999-07-09,Masculino,"33502 Tiffany Island
Andersonfort, NH 66573",466.470.3313x1531,qmiller@example.org,"Surveyor, planning and development",Producción,2021-09-07,A tiempo parcial,Rotativo,Phillip Carr,En licencia
153,Debbie,Church,1972-07-16,Femenino,"5862 Raymond Forges
Kington, IL 27248",593.494.7399x034,daniel41@example.net,Research scientist (life sciences),Administración,2017-04-04,Permanente,Nocturno,Joel Ruiz,En licencia
154,Nicholas,Hernandez,1994-10-10,Masculino,"0051 Ashley Highway
West Dawn, NY 16388",001-852-428-2264x283,jrubio@example.com,Retail buyer,Mantenimiento,2022-11-26,Permanente,Nocturno,Jacob Mendoza,Activo
155,Angela,Phillips,1982-05-13,Femenino,"1633 Lee Plaza
New Angelica, IL 20341",776.219.3099x871,darren80@example.org,Horticultural therapist,Mantenimiento,2017-09-23,Temporal,Rotativo,Denise French,En licencia
156,Jeffrey,Mack,2006-05-03,Femenino,"60944 Christina Radial
Owensburgh, LA 31361",+1-752-658-2622x481,jodi78@example.net,Clinical embryologist,Mantenimiento,2019-04-03,A tiempo parcial,Nocturno,Brian Jones,Retirado
157,Charles,Smith,1988-06-01,Femenino,"31474 Stewart Burgs
Edwardsbury, AL 75165",+1-877-953-5495x57923,garrettavery@example.org,Consulting civil engineer,Mantenimiento,2023-12-25,Temporal,Nocturno,Kelly Anderson,En licencia
158,Glenn,Hoffman,1981-01-07,Femenino,"5988 Adkins Cape
Port Mary, AZ 71434",7547425494,lawrence35@example.org,Diagnostic radiographer,Logística,2018-08-22,Temporal,Diurno,Katrina Baker,En licencia
159,Christopher,Giles,1991-12-19,Femenino,"39513 Wood Fork
Lake Daniellefurt, CA 62631",798-756-1086x541,orrjoshua@example.com,Geoscientist,Calidad,2016-01-12,A tiempo parcial,Rotativo,Jennifer Gomez,Retirado
160,Samantha,Fitzgerald,1963-08-07,Masculino,"8536 Thomas Land
Lake Kevinland, VT 10965",+1-360-547-9660x525,howelljeffrey@example.com,Architectural technologist,Mantenimiento,2018-02-03,A tiempo parcial,Diurno,Holly Bennett,Activo
161,Larry,Shah,1985-09-05,Femenino,"037 Thompson Haven
Port Ricardobury, NM 37271",(872)240-2294,ynelson@example.com,Psychotherapist,Producción,2021-11-06,A tiempo parcial,Nocturno,Paul Cook,Activo
162,Jacob,King,1992-06-17,Femenino,"12170 Samantha Prairie
Wolfeville, VT 30460",978-867-2975x03150,rebecca33@example.net,Chief Strategy Officer,Producción,2019-01-06,Permanente,Nocturno,Jacqueline Thomas,En licencia
163,Cameron,Wilson,1995-06-02,Femenino,"9551 Kylie Hills Apt. 602
Morganborough, SC 11465",634.483.5999x236,vjensen@example.org,Public librarian,Calidad,2021-03-11,Permanente,Rotativo,Vincent Webster,Retirado
164,Tanya,Johnson,1959-03-24,Femenino,"491 Linda Unions
West Isaiahfurt, GA 53025",(620)979-3622,carl93@example.org,Podiatrist,Logística,2020-02-17,Temporal,Rotativo,Ryan Gilbert,Retirado
165,Darrell,Prince,1979-02-25,Masculino,"Unit 8814 Box 0527
DPO AA 20493",001-595-322-2242x91704,carolinebradley@example.org,Mining engineer,Administración,2015-07-13,A tiempo parcial,Rotativo,Rhonda Hicks,Activo
166,Courtney,Allen,1968-10-12,Femenino,"8050 Thompson Points Suite 888
New Cynthiastad, VA 07715",001-253-341-1350x691,nrobinson@example.com,Education administrator,Logística,2017-10-23,Permanente,Diurno,Daryl Olson,En licencia
167,Madeline,Williams,2000-01-25,Femenino,"933 Thompson Estate
East Kaylastad, OK 87977",(303)550-1135x487,johnsonrachel@example.com,Data scientist,Logística,2015-08-19,Temporal,Rotativo,Miss Amy Sawyer DDS,Activo
168,Lisa,Miller,1986-06-15,Masculino,"988 Troy Light
East Amberview, IN 90162",+1-253-511-6598x5529,jaime09@example.com,Chartered certified accountant,Calidad,2018-01-12,Temporal,Diurno,Brian Gonzalez,Activo
169,David,Rojas,1960-12-31,Masculino,"2248 Morgan Vista
Alexanderton, TX 96607",623-204-7545,daniel52@example.org,Archaeologist,Administración,2016-06-01,Temporal,Rotativo,Mark Lopez,Activo
170,Brad,Williams,1969-08-19,Femenino,"030 Beasley Stream Suite 256
Navarrofurt, AZ 70063",(488)384-2940,stephanie37@example.net,Architect,Logística,2019-03-03,A tiempo parcial,Diurno,Terri Sanchez,Retirado
171,Daniel,Martinez,1979-10-29,Masculino,"3431 David Pass
Cunninghamtown, FM 97463",633.303.1423x178,shickman@example.org,Petroleum engineer,Logística,2016-11-04,Permanente,Diurno,Sheri Nunez,Retirado
172,Craig,Caldwell,1968-05-28,Masculino,"98620 Wilson Lights Apt. 080
North Sophia, CT 81897",323.780.0164x19211,taylordiana@example.com,Ceramics designer,Mantenimiento,2018-06-01,A tiempo parcial,Diurno,John Cervantes,Activo
173,Carla,Allen,1975-03-25,Masculino,"472 Marilyn Green
Barbarachester, KY 57537",+1-833-463-8182,hannah71@example.org,Ship broker,Mantenimiento,2015-12-31,Permanente,Rotativo,Teresa Hale,En licencia
174,Christian,Butler,1981-12-23,Masculino,"964 Elizabeth Mountains Suite 632
Jamesmouth, CO 52390",224-695-1498x90107,christopher06@example.net,Sports development officer,Administración,2024-01-14,Temporal,Rotativo,Sherry Rodriguez,Activo
175,Troy,Crawford,1961-07-17,Femenino,"USNS Ramirez
FPO AE 31615",396.621.1866,kdunn@example.org,Environmental consultant,Producción,2018-08-31,Permanente,Diurno,Darlene Lee,En licencia
176,Andrea,Castillo,1961-12-23,Femenino,"77853 Stein Mount Suite 928
West Robertville, SD 29542",674.239.0194,joshuameyers@example.org,IT technical support officer,Producción,2021-05-29,Permanente,Diurno,Ryan Cardenas,Activo
177,Melissa,Castro,1981-01-26,Masculino,"57324 Kayla Stravenue Suite 961
South Lisa, AL 36582",+1-853-962-9199,russellkatelyn@example.com,"Teacher, adult education",Calidad,2022-12-18,A tiempo parcial,Nocturno,Tricia Lawrence,Retirado
178,Jeffery,Brown,1960-07-23,Femenino,"1202 Hopkins Extensions Suite 033
West Jaredshire, SC 53177",434-968-5334x6707,acevedoryan@example.com,Legal secretary,Calidad,2018-09-20,A tiempo parcial,Nocturno,Antonio Torres,Activo
179,Brett,Thomas,1991-02-10,Masculino,"29752 Lyons Mission Apt. 544
Hernandezbury, UT 07915",+1-829-784-1364x78784,tracysmith@example.net,"Scientist, research (maths)",Logística,2022-06-04,Permanente,Rotativo,Anthony Robbins,En licencia
180,Michael,Greene,1997-02-05,Masculino,"73301 Nicole Village Apt. 050
Paynechester, MD 22223",(857)876-5827,michael72@example.com,Paramedic,Administración,2024-02-20,Permanente,Diurno,Brendan Elliott,Activo
181,Robert,Blankenship,1960-01-03,Femenino,"47248 Palmer Cove Apt. 787
South Marialand, NM 38735",+1-989-983-1232x78793,allenmorgan@example.com,International aid/development worker,Logística,2017-05-23,A tiempo parcial,Rotativo,Tim Martin,Retirado
182,Rebecca,George,1967-08-25,Masculino,"743 Spencer Light Suite 646
Brownville, GU 79685",001-322-963-1545,icampbell@example.com,Arts development officer,Calidad,2018-12-30,Permanente,Nocturno,Carla Martin,Activo
183,Phillip,Brooks,1964-06-15,Masculino,"Unit 4749 Box 3727
DPO AP 67764",560-299-5383,michaelhurst@example.net,Herpetologist,Producción,2021-06-09,A tiempo parcial,Diurno,Robert George,En licencia
184,Deanna,Glass,1995-02-12,Femenino,"713 Thomas Court
Port Ashleychester, AZ 54719",+1-756-810-8286,donna49@example.net,"Engineer, structural",Administración,2016-06-04,Permanente,Nocturno,James Horton,Activo
185,Heather,Williams,1981-04-25,Femenino,"3445 Victor Greens Suite 310
East Saraland, WA 78481",2284633034,johncampbell@example.org,"Engineer, control and instrumentation",Producción,2017-12-14,Temporal,Diurno,Victor Chapman,En licencia
186,Martha,Lynch,1978-12-18,Femenino,"4261 Davenport Way Suite 684
Stephanieside, OR 00665",+1-740-646-1703x126,dtownsend@example.net,Dancer,Calidad,2021-12-21,A tiempo parcial,Nocturno,Rachel Jackson,Retirado
187,Dawn,Freeman,2004-12-03,Femenino,"PSC 0123, Box 0351
APO AA 70503",001-881-270-5171x95515,villarrealkara@example.org,"Administrator, local government",Logística,2020-06-30,Permanente,Rotativo,Nathan Smith,Retirado
188,Justin,Jefferson,1976-03-20,Femenino,"021 Carolyn Forge Apt. 039
East Maryhaven, MN 58341",272-749-5445x284,wesley14@example.com,Health visitor,Administración,2014-07-11,Temporal,Rotativo,Todd Foster,En licencia
189,Brian,Robertson,1994-12-16,Masculino,"5220 Horton Valley
New Garrett, KS 10641",7133797799,mitchellkristi@example.net,Financial controller,Producción,2023-07-28,Permanente,Rotativo,Brenda Tanner,Retirado
190,Cynthia,Reed,1994-09-08,Masculino,"762 Isaac Point
East Anitaberg, IA 16313",001-848-982-5657,robertnelson@example.com,Museum education officer,Logística,2015-01-27,Permanente,Rotativo,Gina Garrett,Activo
191,Jason,Jones,1974-05-29,Femenino,"7232 Patty Orchard Apt. 373
Jonathanstad, PW 31191",+1-792-596-7684x1028,kingchad@example.org,Editorial assistant,Mantenimiento,2022-06-28,Permanente,Diurno,Alex Ochoa,Activo
192,Matthew,Lowery,1959-06-24,Masculino,"2079 Dawn Creek
Josephbury, PR 55542",001-901-559-6112x58817,simpsondenise@example.net,Midwife,Administración,2015-11-22,Temporal,Rotativo,Jessica Mayer,En licencia
193,Luke,Levine,1973-12-19,Femenino,"4078 Erica Ports
Rasmussenhaven, HI 46192",+1-203-359-7191x0844,peterriggs@example.com,Glass blower/designer,Administración,2021-10-29,Temporal,Diurno,Sherri Rodriguez,En licencia
194,Tyler,Robertson,1992-02-14,Femenino,"18686 Miranda Views Apt. 421
New Angelamouth, TX 21620",001-794-350-6277,samuelfisher@example.net,Holiday representative,Administración,2017-01-02,Temporal,Nocturno,Sarah Zimmerman,En licencia
195,Deanna,Taylor,1960-06-22,Masculino,"017 James Shoal Suite 719
Hallfurt, GU 48839",+1-934-616-6442x0971,valerie56@example.com,"Editor, magazine features",Calidad,2021-04-20,Temporal,Nocturno,Lindsey Scott,Activo
196,Amanda,Singleton,1995-05-24,Masculino,"69187 Rodriguez Pike
South Debra, CA 56091",(748)661-4472,hryan@example.net,Advertising copywriter,Administración,2020-08-29,Temporal,Diurno,Jorge Hayes,Retirado
197,Kimberly,Davis,1995-04-13,Femenino,"USS West
FPO AA 17457",335-386-0055x21250,reedkenneth@example.com,Adult guidance worker,Logística,2022-04-07,Temporal,Nocturno,Tammy Smith,En licencia
198,Brandy,Miller,1973-04-13,Masculino,"967 Sullivan Land Apt. 374
Mooreberg, NH 16871",8319796228,hfigueroa@example.com,Garment/textile technologist,Producción,2020-11-29,Permanente,Diurno,Mark Figueroa,En licencia
199,Andrew,Mendoza,1961-10-03,Femenino,"717 Kristen Lakes
Michaelton, NH 18464",+1-501-841-5314x1356,dennis99@example.org,Geophysical data processor,Mantenimiento,2017-05-14,Temporal,Diurno,Holly Swanson,En licencia
200,Holly,Henry,1997-10-17,Femenino,"96903 Lewis Canyon
Howardmouth, FM 91979",(221)322-8613x012,lsimpson@example.net,Communications engineer,Calidad,2022-08-10,Temporal,Diurno,Nicole Roman,Activo
201,Chris,Curry,1975-11-11,Masculino,"79009 Stacey Harbors Apt. 368
Christophermouth, IL 88385",+1-677-872-8479x8628,kswanson@example.net,"Sound technician, broadcasting/film/video",Mantenimiento,2023-06-15,A tiempo parcial,Diurno,Dustin Wolfe,En licencia
202,Jennifer,Gallagher,1986-12-10,Femenino,"176 Valerie Burg Apt. 217
North Angela, CT 62291",001-335-513-7870x03965,paigewhitney@example.org,Museum/gallery curator,Producción,2017-06-25,Permanente,Diurno,Michael Petty,Activo
203,Michael,Young,1997-01-28,Masculino,"486 Ochoa Alley Suite 750
South John, GA 15122",(966)982-3434,jeanwalters@example.net,"Therapist, sports",Producción,2022-01-02,A tiempo parcial,Rotativo,Marvin Olson,Retirado
204,Joseph,Dyer,1993-07-17,Masculino,"13952 Trevor Station
Annhaven, LA 31244",+1-558-931-4957x61548,johnsonmartha@example.org,"Research officer, political party",Logística,2016-03-12,Permanente,Rotativo,Ashley Collins,Activo
205,Jerry,Russell,1986-04-08,Masculino,"33969 Williams Track
East Zachary, OH 25221",001-367-812-7376x23904,donaldmurphy@example.com,"Engineer, automotive",Administración,2018-03-02,Temporal,Nocturno,Courtney Davis,Activo
206,Antonio,Stewart,1990-01-24,Masculino,"3469 Alice Street
Kingfurt, IL 59702",001-385-865-6191x6195,wyattjennifer@example.com,Meteorologist,Logística,2022-11-19,A tiempo parcial,Rotativo,Sharon Gordon,Activo
207,Derek,Rivera,1970-02-09,Femenino,"669 Cantu Trafficway
Jessicastad, SD 36536",(551)359-8567x98709,sharonclark@example.org,Theatre director,Mantenimiento,2020-10-17,A tiempo parcial,Rotativo,Caroline Dixon,Retirado
208,Justin,Anderson,1976-07-15,Femenino,"3096 Hernandez Mountain Suite 263
Duffyshire, MO 72159",(574)330-3434x17288,dawnlee@example.org,Paediatric nurse,Mantenimiento,2019-07-07,Permanente,Nocturno,Mr. William Martinez,En licencia
209,Melissa,Mitchell,1960-10-07,Masculino,"USS Kelley
FPO AP 99525",(918)580-1450x708,cookkari@example.org,"Therapist, art",Calidad,2017-07-22,A tiempo parcial,Rotativo,Joshua Robbins,En licencia
